built_year,num_beds,num_baths,lat,lng,size_sqft,tenure_group,subzone_per_price_encoded,property_type_ordinal,dist_to_nearest_important_mrt_rounded,number_of_nearby_primary_schools,number_of_nearby_secondary_schools,number_of_nearby_shopping_malls,name_of_nearest_BN_ordinal,name_of_nearest_CR_ordinal,price,per_price
2001.0,5.0,6.0,1.3376913,103.7860849,11560.0,2,2025.443375737397,8,3,0,0,0,7,4,15624000,1351.5570934256054
2023.0,3.0,2.0,1.304855,103.7737763,1120.0,1,2055.5379118313936,3,1,0,5,0,7,4,2289000,2043.75
2024.0,3.0,2.0,1.3306509,103.7670572,936.0,2,2137.544263228818,3,2,1,0,0,7,4,1985600,2121.367521367521
2012.0,3.0,2.0,1.38592995,103.9002576,1237.0,1,648.262439109588,1,1,5,3,1,5,2,735000,594.1794664510913
1989.0,4.0,2.0,1.3821387,103.7472488,1313.0,0,740.6755800019358,1,2,3,3,0,7,4,640500,487.81416603198784
2025.0,2.0,1.0,1.310429,103.802821,614.0,3,2774.5538535092774,3,1,0,1,0,7,5,1790700,2916.449511400652
2025.0,1.0,1.0,1.28617715,103.83955,495.0,1,2595.0263363825534,3,1,0,1,0,9,5,1247400,2520.0
2000.0,4.0,2.0,1.4517214,103.8161904,1399.0,0,500.9475533225982,1,4,5,2,0,1,1,630000,450.3216583273767
2024.0,4.0,4.0,1.29841635,103.8571777,1464.0,1,3155.114005693453,3,0,2,1,4,9,5,3937500,2689.5491803278687
2014.0,1.0,1.0,1.32716875,103.8419446,689.0,3,1403.612999786757,3,1,2,1,1,9,5,1365000,1981.132075471698
2026.0,4.0,3.0,1.31064045,103.8521493,1378.0,1,1967.13103432837,3,0,2,0,0,9,5,2884400,2093.178519593614
2017.0,5.0,4.0,1.43200585,103.8007999,1528.0,1,900.6745244967137,2,1,3,3,0,1,1,1974000,1291.8848167539268
2020.0,3.0,2.0,1.3603218,103.7304824,969.0,1,1215.3579674782725,2,2,0,0,0,7,4,1050000,1083.59133126935
2001.0,5.0,4.0,1.36024465,103.8651108,4600.0,0,1433.0179273921692,8,1,2,1,0,5,2,7875000,1711.9565217391305
1973.0,2.0,1.0,1.2858773,103.8166034,635.0,1,1368.6790769852269,1,2,1,4,0,8,5,372800,587.0866141732283
2023.0,3.0,3.0,1.3124025,103.8411716,1055.0,1,2678.315035114304,3,0,2,1,0,9,5,2548400,2415.5450236966826
2022.0,4.0,3.0,1.3271094,103.7964042,1109.0,1,2359.7973991236627,3,2,0,3,0,7,4,2473800,2230.6582506762848
2013.0,3.0,2.0,1.40165785,103.9118405,1291.0,1,882.9882742241141,1,2,7,2,1,5,2,766500,593.725793958172
2000.0,5.0,6.0,1.3847435,103.8609882,3800.0,3,1427.084085388165,5,3,0,0,0,5,2,4725000,1243.421052631579
1993.0,4.0,2.0,1.37605855,103.9447921,1593.0,1,1248.6345050987538,1,3,0,0,0,3,3,924000,580.0376647834275
2022.0,2.0,2.0,1.31000285,103.8306965,732.0,3,3323.7679257473533,3,1,0,0,0,9,5,2358300,3221.72131147541
1985.0,2.0,2.0,1.36989185,103.8594322,882.0,1,679.2215838560895,1,2,3,1,0,4,2,609900,691.4965986394558
2007.0,6.0,4.0,1.3469916,103.7883129,3000.0,3,2025.443375737397,7,4,0,0,0,7,4,7350000,2450.0
2006.0,4.0,3.0,1.3514839,103.8744585,2690.0,3,939.1480792347784,4,0,1,3,1,5,2,3129000,1163.1970260223047
2001.0,4.0,5.0,1.36024465,103.8651108,3900.0,0,1433.0179273921692,4,1,2,1,0,5,2,6393300,1639.3076923076924
1997.0,5.0,7.0,1.31168995,103.7967188,5700.0,3,2774.5538535092774,7,0,0,0,1,7,5,8505000,1492.1052631578948
1995.0,3.0,2.0,1.35134015,103.9619936,1474.0,0,768.58368239282,1,2,1,2,0,3,3,701400,475.8480325644505
2017.0,3.0,2.0,1.40115325,103.8933318,1001.0,1,892.8686354010862,1,1,4,2,0,5,2,570200,569.6303696303696
1988.0,3.0,2.0,1.4271284,103.840722,1205.0,0,894.9489415290252,1,6,4,5,0,4,2,543900,451.3692946058091
2026.0,4.0,4.0,1.3859375,103.8344657,1528.0,1,2084.9006118689344,3,2,1,0,0,4,2,3529700,2310.0130890052355
2025.0,2.0,2.0,1.310429,103.802821,657.0,3,2774.5538535092774,3,1,0,1,0,7,5,1911300,2909.132420091324
2001.0,3.0,2.0,1.2859684,103.8301033,1076.0,1,1277.0223964201148,1,1,2,2,0,8,5,932400,866.542750929368
2023.0,4.0,4.0,1.28301625,103.839887,1432.0,1,2595.0263363825534,3,0,1,1,0,8,5,3276000,2287.709497206704
2022.0,2.0,1.0,1.3443339,103.8786904,678.0,3,2196.755238470376,3,1,3,5,0,5,5,1682100,2480.973451327434
2024.0,5.0,3.0,1.3005809,103.8993936,2325.0,3,2080.489980497174,3,2,1,2,0,6,5,6129900,2636.516129032258
2023.0,2.0,1.0,1.36679605,103.8865754,635.0,1,1617.7712322913471,3,2,2,2,0,5,2,1354500,2133.0708661417325
2008.0,3.0,2.0,1.34543435,103.7035407,979.0,1,570.9042890431664,1,5,5,3,0,1,4,522900,534.1164453524004
1989.0,3.0,3.0,1.37198995,103.9580895,1614.0,1,544.542020705839,1,4,5,3,0,3,3,964800,597.7695167286246
2023.0,2.0,2.0,1.2937092,103.8226002,689.0,3,2775.987237432,3,2,1,2,0,8,5,1974000,2865.021770682148
1989.0,4.0,2.0,1.3688903,103.9552626,1109.0,1,544.542020705839,1,3,5,5,0,3,3,576400,519.7475202885482
2024.0,2.0,2.0,1.2963944,103.8910139,689.0,3,2427.3105155897542,3,2,0,0,0,6,5,1879500,2727.866473149492
2011.0,3.0,2.0,1.3728741,103.8517426,1206.0,1,679.2215838560895,1,2,4,2,0,4,2,890400,738.3084577114428
1967.0,1.0,1.0,1.28370355,103.8336884,1259.0,1,1277.0223964201148,1,1,1,1,0,8,5,1575000,1250.9928514694202
2015.0,3.0,2.0,1.40222845,103.8974072,1377.0,1,892.8686354010862,2,1,4,3,0,5,2,1995000,1448.80174291939
2024.0,3.0,2.0,1.29841635,103.8571777,904.0,1,3155.114005693453,3,0,2,1,4,9,5,2516800,2784.070796460177
2025.0,2.0,2.0,1.31730585,103.8326075,764.0,3,3097.817490665313,3,1,1,3,0,9,5,2625000,3435.86387434555
2026.0,2.0,2.0,1.3404645,103.8837331,732.0,1,1924.2543544525136,3,2,1,2,0,5,5,1218000,1663.9344262295083
2024.0,2.0,2.0,1.3393381,103.7638932,689.0,3,1781.655488834343,3,2,1,0,0,7,4,1702000,2470.2467343976778
1996.0,3.0,2.0,1.35491165,103.9618904,1313.0,0,768.58368239282,1,2,1,3,0,3,3,729800,555.8263518659559
2011.0,3.0,2.0,1.3560851,103.8434704,1292.0,1,919.7404908328144,1,1,0,2,0,4,2,1323000,1023.9938080495356
2003.0,3.0,2.0,1.27390185,103.8403063,968.0,1,2273.806660868726,1,1,1,0,0,8,5,901800,931.611570247934
2014.0,6.0,6.0,1.3171727,103.922284,7015.0,3,1663.0790001739826,8,2,2,0,0,6,3,8998500,1282.751247327156
2016.0,3.0,2.0,1.4446778,103.8311689,1216.0,1,737.8508630442027,1,5,0,1,1,1,1,750800,617.4342105263158
2014.0,3.0,2.0,1.37629965,103.9598443,915.0,1,1188.643389496655,2,4,3,2,0,3,3,1037400,1133.770491803279
1983.0,3.0,2.0,1.3348973,103.9150075,1021.0,1,1343.4665706558424,1,1,3,0,0,6,3,588000,575.9059745347698
2025.0,6.0,6.0,1.30062,103.892783,6353.0,3,2427.3105155897542,7,2,1,4,0,6,5,9825900,1546.6551235636707
1999.0,3.0,2.0,1.39055585,103.898921,1313.0,1,648.262439109588,1,0,6,4,0,5,2,670800,510.8910891089109
2023.0,2.0,2.0,1.3120762,103.8040548,732.0,3,2635.5020873065687,3,1,0,0,0,7,5,2071600,2830.054644808743
2024.0,4.0,6.0,1.30364895,103.8256971,2906.0,3,4057.311645565856,3,2,0,0,1,9,5,14070000,4841.7068134893325
1999.0,4.0,5.0,1.3324,103.9485953,2379.0,1,1512.0757694664285,4,1,2,3,0,3,3,2047500,860.655737704918
2025.0,1.0,1.0,1.3116278,103.7938855,484.0,1,2272.484410034913,3,0,0,0,1,7,4,1260000,2603.305785123967
1985.0,3.0,2.0,1.3484159,103.7460147,1421.0,1,630.2175476686147,1,0,3,3,0,7,4,723200,508.93736805066857
1981.0,2.0,2.0,1.3293913,103.9210537,882.0,1,1104.550071468105,1,2,2,1,0,6,3,438900,497.6190476190476
2027.0,4.0,4.0,1.3252767,103.9326308,1302.0,1,1512.0757694664285,3,2,4,1,0,6,3,3007600,2309.9846390168973
2020.0,1.0,1.0,1.3129422,103.8415523,549.0,3,2678.315035114304,3,0,2,1,0,9,5,1523200,2774.499089253188
2027.0,3.0,2.0,1.4340784,103.8444119,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1197000,1235.2941176470588
2025.0,4.0,4.0,1.30062,103.892783,4717.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1708.6707653169387
2022.0,2.0,3.0,1.3095826,103.800775,1292.0,3,2774.5538535092774,3,1,0,1,0,7,5,4115800,3185.6037151702785
1979.0,4.0,2.0,1.44310425,103.7733754,1044.0,1,474.9386686812527,1,1,1,1,0,1,1,441000,422.41379310344826
2023.0,3.0,2.0,1.3027702,103.8694351,1173.0,1,2737.5776449985,3,1,0,0,0,6,5,3326400,2835.8056265984656
2026.0,4.0,4.0,1.44002835,103.827741,1302.0,1,1448.2728418366185,3,4,3,1,0,1,1,1957200,1503.225806451613
2025.0,2.0,2.0,1.31730585,103.8326075,753.0,3,3097.817490665313,3,1,1,3,0,9,5,2875800,3819.123505976096
1989.0,3.0,2.0,1.3716565,103.9556941,1313.0,1,544.542020705839,1,3,5,4,0,3,3,624800,475.85681645087584
2026.0,2.0,1.0,1.3404645,103.8837331,732.0,1,1924.2543544525136,3,2,1,2,0,5,5,1424800,1946.448087431694
2001.0,5.0,5.0,1.3292661,103.8109308,4732.0,3,1991.335767854376,4,1,2,3,0,7,5,8379000,1770.7100591715975
2017.0,3.0,2.0,1.30863865,103.7842197,1001.0,1,942.4822450865028,1,1,2,2,0,7,4,1029000,1027.972027972028
2001.0,4.0,4.0,1.3874898,103.8570817,3200.0,1,1214.0768583503536,4,3,0,0,0,4,2,3663300,1144.78125
2025.0,4.0,4.0,1.30062,103.892783,4717.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1708.6707653169387
2011.0,1.0,1.0,1.27944335,103.8473533,764.0,1,2631.7376921087894,3,0,1,0,0,9,5,1764000,2308.9005235602094
2017.0,3.0,2.0,1.277361,103.8493377,1518.0,1,2631.7376921087894,3,0,0,0,0,9,5,3767400,2481.818181818182
2002.0,5.0,6.0,1.3628569,103.9721774,3005.0,3,1451.2600051856998,4,3,0,0,0,3,3,3885000,1292.8452579034945
2026.0,1.0,2.0,1.2915415,103.8451744,829.0,1,3173.7483662528653,3,0,1,1,0,9,5,2373000,2862.48492159228
1988.0,3.0,2.0,1.43367935,103.7821601,1313.0,1,698.5310949086672,1,1,4,2,1,1,1,609000,463.8233054074638
2018.0,2.0,2.0,1.33745435,103.8432461,731.0,1,886.8390529100853,1,0,3,2,0,2,5,630000,861.8331053351574
2018.0,1.0,1.0,1.37456555,103.9033946,689.0,1,1271.7453245523411,3,1,1,3,0,5,3,869400,1261.8287373004357
2017.0,3.0,2.0,1.41561395,103.8424242,1001.0,1,932.5347433603066,1,5,2,3,0,4,2,577500,576.9230769230769
2026.0,3.0,2.0,1.29142015,103.8442681,893.0,1,3173.7483662528653,3,0,0,1,0,9,5,2966200,3321.612541993281
1980.0,2.0,2.0,1.37140415,103.8559607,721.0,1,679.2215838560895,1,2,4,2,0,4,2,386400,535.9223300970874
2024.0,4.0,2.0,1.3005809,103.8993936,1302.0,3,2080.489980497174,3,2,1,2,0,6,5,3423000,2629.032258064516
2001.0,6.0,6.0,1.3292661,103.8109308,5800.0,3,1991.335767854376,7,1,2,3,0,7,5,10689000,1842.9310344827584
1993.0,3.0,2.0,1.33105705,103.9152423,1302.0,1,1343.4665706558424,1,1,3,1,0,6,3,714000,548.3870967741935
1997.0,3.0,2.0,1.4461163,103.7989883,1076.0,1,553.7739096685685,1,2,4,2,1,1,1,483000,448.8847583643123
1978.0,2.0,2.0,1.32871375,103.9365096,721.0,0,1512.0757694664285,1,1,5,4,0,6,3,417900,579.6116504854369
1992.0,3.0,2.0,1.4180703,103.8387971,979.0,0,602.3662443381116,1,5,3,4,1,4,2,522900,534.1164453524004
2025.0,2.0,2.0,1.2937442,103.8466319,797.0,3,2609.6559320906604,3,1,1,1,0,9,5,1890000,2371.392722710163
2001.0,5.0,6.0,1.36024465,103.8651108,5500.0,0,1433.0179273921692,7,1,2,1,0,5,2,7224000,1313.4545454545455
2016.0,2.0,2.0,1.32937645,103.8880636,721.0,1,796.616679207286,1,0,2,0,0,6,5,682500,946.6019417475728
2017.0,3.0,2.0,1.4170171,103.8450347,948.0,1,932.5347433603066,2,5,2,3,0,4,2,1365000,1439.873417721519
2024.0,2.0,1.0,1.3260123,103.8500626,635.0,3,1403.612999786757,3,1,2,0,0,2,5,1515200,2386.1417322834645
2009.0,3.0,2.0,1.38186965,103.894447,968.0,1,1347.498209534133,1,0,3,3,0,5,2,756000,780.99173553719
2000.0,3.0,2.0,1.38703215,103.9009868,1087.0,1,648.262439109588,1,1,5,3,1,5,2,575400,529.346826126955
2009.0,5.0,5.0,1.39844105,103.8221649,4664.0,3,1314.571076211491,7,3,0,0,0,4,2,5145000,1103.130360205832
1977.0,3.0,2.0,1.32476135,103.9021193,1323.0,1,1522.4572647705625,1,1,2,1,0,6,3,682500,515.8730158730159
2013.0,3.0,2.0,1.4034122,103.8986832,1000.0,1,892.8686354010862,1,1,6,3,0,5,2,627900,627.9
2023.0,2.0,1.0,1.3123637,103.8032709,667.0,3,2864.4803181782245,3,1,0,0,0,7,5,1793400,2688.7556221889054
1988.0,3.0,2.0,1.43052565,103.8403774,1162.0,0,1049.6741731192612,1,6,6,3,0,4,2,522900,450.0
2023.0,3.0,2.0,1.3123637,103.8032709,958.0,3,2864.4803181782245,3,1,0,0,0,7,5,2752000,2872.651356993737
2025.0,2.0,1.0,1.310429,103.802821,570.0,3,2774.5538535092774,3,1,0,1,0,7,5,1722900,3022.6315789473683
1998.0,4.0,4.0,1.38742125,103.8389107,3500.0,3,2084.9006118689344,5,2,1,1,0,4,2,5880000,1680.0
1984.0,3.0,2.0,1.33634465,103.9262878,1593.0,1,818.5573020204936,1,2,4,1,0,6,3,995400,624.8587570621469
1975.0,5.0,4.0,1.3242171,103.800479,3500.0,2,2359.7973991236627,7,1,2,3,0,7,5,9450000,2700.0
2002.0,3.0,2.0,1.3545847,103.7022499,1195.0,1,476.0342364189048,1,5,2,1,0,1,4,564900,472.7196652719665
1999.0,3.0,2.0,1.3872543,103.7597827,1302.0,0,588.8407304067119,1,2,5,3,0,7,1,924000,709.6774193548387
2026.0,3.0,2.0,1.44002835,103.827741,958.0,1,1448.2728418366185,3,4,3,1,0,1,1,1496200,1561.7954070981211
2025.0,2.0,2.0,1.2937442,103.8466319,776.0,3,2609.6559320906604,3,1,1,1,0,9,5,2077300,2676.9329896907216
1992.0,4.0,4.0,1.2842353,103.8514848,2950.0,3,4879.605160493239,8,0,0,0,0,9,5,26776000,9076.610169491523
2017.0,3.0,3.0,1.40110465,103.9164636,1001.0,1,882.9882742241141,2,3,5,2,0,5,2,1186500,1185.3146853146852
2023.0,3.0,3.0,1.3124025,103.8411716,1005.0,1,2678.315035114304,3,0,2,1,0,9,5,2887500,2873.134328358209
2025.0,2.0,2.0,1.28617715,103.83955,764.0,1,2595.0263363825534,3,1,0,1,0,9,5,1764800,2309.9476439790574
2014.0,2.0,2.0,1.38702485,103.8696235,883.0,1,1427.084085388165,3,3,2,0,1,5,2,1186500,1343.7146092865232
2013.0,2.0,2.0,1.3813785,103.8911924,829.0,1,1347.498209534133,2,0,4,3,0,5,2,1207500,1456.5741857659832
2022.0,3.0,2.0,1.3443339,103.8786904,915.0,3,2196.755238470376,3,1,3,5,0,5,5,2226000,2432.786885245901
2023.0,2.0,2.0,1.36679605,103.8865754,678.0,1,1617.7712322913471,3,2,2,2,0,5,2,1417500,2090.70796460177
1988.0,3.0,2.0,1.3877522,103.7694179,1119.0,0,724.1518112319101,1,3,4,2,0,7,1,491400,439.142091152815
2023.0,5.0,3.0,1.3164867,103.8574675,1507.0,3,1917.4476785184247,3,0,2,1,0,9,5,3193000,2118.77903118779
2023.0,4.0,3.0,1.3123637,103.8032709,1496.0,3,2864.4803181782245,3,1,0,0,0,7,5,4623200,3090.3743315508023
1976.0,3.0,2.0,1.3369604,103.8594894,700.0,1,568.611900308079,1,2,3,2,0,2,5,349600,499.4285714285714
1997.0,3.0,2.0,1.3155799,103.7928289,5000.0,3,2774.5538535092774,8,1,1,0,0,7,4,105000000,21000.0
1980.0,5.0,5.0,1.3742037,103.8281398,5500.0,3,1688.60113206938,4,1,1,2,0,4,2,6174000,1122.5454545454545
2001.0,3.0,3.0,1.4405686,103.830717,1184.0,1,664.0346211479427,3,5,3,1,1,1,1,1344000,1135.1351351351352
2012.0,2.0,2.0,1.3362446,103.8697762,840.0,1,2172.45145145759,3,2,2,2,0,5,5,1499400,1785.0
2013.0,5.0,6.0,1.3307918,103.7577266,4925.0,3,1327.1290514725974,7,2,0,0,0,7,4,6016500,1221.6243654822335
2013.0,6.0,6.0,1.3307918,103.7577266,4925.0,3,1327.1290514725974,7,2,0,0,0,7,4,6016500,1221.6243654822335
2001.0,4.0,3.0,1.3058007,103.8351462,2000.0,3,3024.5175692729936,4,1,0,0,4,9,5,6090000,3045.0
2027.0,4.0,3.0,1.4349279,103.8452818,1313.0,1,1049.6741731192612,2,6,4,3,0,4,2,1723000,1312.2619954303125
2001.0,4.0,2.0,1.33198165,103.8744746,2000.0,3,1780.7480202777797,5,1,1,2,0,5,5,3864000,1932.0
1996.0,4.0,5.0,1.2837717,103.8302996,3200.0,3,1277.0223964201148,5,1,1,1,0,8,5,4935000,1542.1875
2025.0,4.0,5.0,1.3101838,103.8359137,2056.0,3,3927.182405628854,3,0,1,0,0,9,5,8064000,3922.178988326848
2014.0,2.0,2.0,1.3199674,103.7657478,646.0,1,767.2823593968354,1,2,2,1,0,7,4,598500,926.470588235294
2000.0,3.0,2.0,1.38006135,103.7356588,1323.0,0,513.4583200446119,1,2,2,1,0,1,4,577500,436.5079365079365
2021.0,1.0,1.0,1.30729585,103.9270818,592.0,1,1434.2795912706658,3,3,0,1,0,6,3,1457400,2461.824324324324
2024.0,3.0,2.0,1.3306509,103.7670572,1109.0,2,2137.544263228818,3,2,1,0,0,7,4,2429700,2190.892696122633
2022.0,2.0,2.0,1.30358825,103.8251688,936.0,1,4057.311645565856,3,2,0,0,1,9,5,3510200,3750.2136752136753
2025.0,1.0,1.0,1.29410615,103.8367347,538.0,3,3053.5539858120496,3,1,0,1,0,9,5,1959300,3641.82156133829
1980.0,2.0,2.0,1.3855158,103.8432669,731.0,1,605.598722532869,1,2,2,2,0,4,2,388500,531.4637482900137
2016.0,3.0,2.0,1.38844105,103.8720501,904.0,1,953.7208514256196,2,2,2,1,0,5,2,1289400,1426.3274336283189
2027.0,3.0,2.0,1.4349279,103.8452818,883.0,1,1049.6741731192612,2,6,4,3,0,4,2,945000,1070.2151755379389
2016.0,3.0,2.0,1.40481295,103.9142489,1001.0,1,882.9882742241141,1,3,6,2,1,5,2,556500,555.9440559440559
2025.0,4.0,4.0,1.30062,103.892783,4717.0,3,2427.3105155897542,7,2,1,4,0,6,5,8059800,1708.6707653169387
1970.0,2.0,1.0,1.3265711,103.8882676,645.0,0,796.616679207286,1,0,2,0,0,6,5,362200,561.5503875968992
2016.0,4.0,4.0,1.29856205,103.7645603,3649.0,1,1054.9831745384174,4,2,0,1,0,7,4,4989500,1367.3609208002192
2026.0,3.0,2.0,1.3154751,103.8411131,1087.0,3,2678.315035114304,3,0,2,1,0,9,5,3150000,2897.8840846366147
2012.0,2.0,2.0,1.2922908,103.8381202,1130.0,3,3053.5539858120496,3,1,0,1,0,9,5,3570000,3159.29203539823
2001.0,6.0,6.0,1.36024465,103.8651108,5428.0,0,1433.0179273921692,4,1,2,1,0,5,2,6142500,1131.632277081798
2015.0,3.0,3.0,1.40222845,103.8974072,1087.0,1,892.8686354010862,2,1,4,3,0,5,2,1386000,1275.0689972401103
2008.0,1.0,1.0,1.28099045,103.8527405,678.0,1,2509.837165559604,3,0,0,0,1,9,5,1333500,1966.814159292036
2026.0,2.0,1.0,1.2739587,103.8436353,732.0,1,2840.8427429556777,3,0,1,0,0,8,5,1890000,2581.967213114754
2023.0,1.0,1.0,1.36679605,103.8865754,527.0,1,1617.7712322913471,3,2,2,2,0,5,2,1049000,1990.5123339658444
1980.0,5.0,5.0,1.3714661,103.8287593,4900.0,3,1688.60113206938,4,1,1,3,0,4,2,5859000,1195.7142857142858
2001.0,3.0,2.0,1.3931066,103.8963174,969.0,1,648.262439109588,1,0,5,4,1,5,2,602600,621.8782249742002
2019.0,6.0,7.0,1.46158175,103.8394991,6605.0,3,1036.5174589845658,5,6,0,0,0,1,1,3864000,585.0113550340651
1995.0,3.0,2.0,1.389801,103.7430688,1528.0,0,597.9541886480589,1,1,2,2,1,1,4,680400,445.2879581151832
2020.0,4.0,3.0,1.3130456,103.8997643,1355.0,2,1522.4572647705625,2,1,2,2,0,6,5,1575000,1162.361623616236
1967.0,2.0,2.0,1.30467435,103.800428,645.0,1,550.5429614872301,1,1,1,1,0,7,5,336000,520.9302325581396
2026.0,2.0,2.0,1.2887652,103.8488122,969.0,3,2277.723624501624,3,0,1,0,1,9,5,2278500,2351.3931888544894
2019.0,1.0,1.0,1.30732865,103.8670299,517.0,3,2234.716953948085,3,1,0,0,0,9,5,1533000,2965.183752417795
2025.0,6.0,6.0,1.30062,103.892783,6376.0,3,2427.3105155897542,7,2,1,4,0,6,5,9834300,1542.3933500627352
2025.0,2.0,1.0,1.377286,103.7568632,657.0,1,1401.41309358928,3,2,3,3,0,7,4,827400,1259.3607305936073
1983.0,5.0,7.0,1.2809706,103.8468971,7700.0,3,1870.8191787439432,7,0,1,0,0,9,5,9135000,1186.3636363636365
2022.0,3.0,3.0,1.3157947,103.8320963,1292.0,3,3097.817490665313,3,1,1,3,0,9,5,3885000,3006.965944272446
2011.0,3.0,4.0,1.23962095,103.837713,2164.0,1,2330.3504413604733,3,3,0,0,0,8,5,4667200,2156.746765249538
2003.0,3.0,2.0,1.37195515,103.8509324,1184.0,1,679.2215838560895,1,2,4,2,0,4,2,1029000,869.0878378378378
2017.0,3.0,2.0,1.4465461,103.8039157,991.0,1,553.7739096685685,1,2,3,1,0,1,1,551200,556.2058526740666
2026.0,4.0,3.0,1.31113475,103.8523942,1389.0,1,1967.13103432837,3,0,2,0,0,9,5,2982000,2146.868250539957
1988.0,4.0,2.0,1.429503,103.847169,1572.0,0,1049.6741731192612,1,7,2,2,0,4,2,861000,547.7099236641221
2023.0,3.0,2.0,1.32970335,103.9056829,1012.0,3,1343.4665706558424,3,1,3,1,0,6,3,2111600,2086.5612648221345
2025.0,6.0,6.0,1.30062,103.892783,6338.0,3,2427.3105155897542,7,2,1,4,0,6,5,9875200,1558.0940359734932
1998.0,3.0,2.0,1.4374187,103.7974567,1097.0,1,553.7739096685685,1,1,6,3,1,1,1,521800,475.6608933454877
1987.0,6.0,6.0,1.3825375,103.7738489,2800.0,3,675.643805429074,5,3,3,1,0,7,1,5649000,2017.5
2024.0,2.0,2.0,1.2963944,103.8910139,689.0,3,2427.3105155897542,3,2,0,0,0,6,5,2035300,2953.991291727141
2001.0,5.0,6.0,1.3870489,103.872999,5300.0,2,1427.084085388165,4,2,2,1,0,5,2,5775000,1089.622641509434
2022.0,3.0,3.0,1.3157947,103.8320963,1249.0,3,3097.817490665313,3,1,1,3,0,9,5,3675000,2942.353883106485
1986.0,2.0,2.0,1.36411015,103.746292,786.0,1,521.1473667586382,1,2,1,2,0,7,4,386400,491.6030534351145
2013.0,1.0,1.0,1.3211948,103.9575289,517.0,3,1222.6839629297308,3,0,0,1,0,3,3,934500,1807.5435203094776
1996.0,2.0,2.0,1.2979487,103.8272965,1012.0,1,2775.987237432,3,2,1,1,0,8,5,1989800,1966.205533596838
2024.0,2.0,1.0,1.3005809,103.8993936,678.0,3,2080.489980497174,3,2,1,2,0,6,5,1878400,2770.5014749262536
2015.0,4.0,5.0,1.3654375,103.8296749,5317.0,1,1742.5461971398502,3,0,0,2,0,4,2,5040000,947.9029527929284
2023.0,2.0,1.0,1.28301625,103.839887,700.0,1,2595.0263363825534,3,0,1,1,0,8,5,2100000,3000.0
2016.0,4.0,2.0,1.3596434,103.941259,1313.0,1,768.58368239282,2,2,4,1,0,6,3,1974000,1503.4272658035034
2015.0,4.0,4.0,1.3654375,103.8296749,1658.0,1,1742.5461971398502,3,0,0,2,0,4,2,2572500,1551.568154402895
1989.0,3.0,2.0,1.3363894,103.7430668,1292.0,1,593.8657693320531,1,0,2,0,1,7,4,840000,650.1547987616099
2001.0,5.0,6.0,1.36024465,103.8651108,5500.0,0,1433.0179273921692,5,1,2,1,0,5,2,6825000,1240.909090909091
2011.0,3.0,2.0,1.2667184,103.8114926,1281.0,1,2339.314096068272,3,0,0,0,0,8,5,2520000,1967.2131147540983
2025.0,4.0,5.0,1.3116278,103.7938855,3454.0,1,2272.484410034913,3,0,0,0,1,7,4,12810000,3708.743485813549
2024.0,1.0,1.0,1.3393381,103.7638932,495.0,3,1781.655488834343,3,2,1,0,0,7,4,1094100,2210.3030303030305
1996.0,3.0,2.0,1.35416435,103.9618701,1152.0,0,768.58368239282,1,2,1,2,0,3,3,575400,499.4791666666667
2017.0,3.0,2.0,1.4332343,103.8015285,990.0,1,553.7739096685685,1,2,3,3,0,1,1,630000,636.3636363636364
2026.0,3.0,2.0,1.3859375,103.8344657,987.0,1,2084.9006118689344,3,2,1,0,0,4,2,1911000,1936.1702127659576
2023.0,4.0,4.0,1.3171376,103.7597012,1464.0,1,1860.1350949069308,3,2,3,2,0,7,4,2929500,2001.0245901639344
2020.0,2.0,2.0,1.4282091,103.8366501,872.0,1,894.9489415290252,3,5,6,4,1,4,2,1575000,1806.1926605504584
2023.0,3.0,2.0,1.3123637,103.8032709,958.0,3,2864.4803181782245,3,1,0,0,0,7,5,2952600,3082.045929018789
2023.0,3.0,3.0,1.28301625,103.839887,1184.0,1,2595.0263363825534,3,0,1,1,0,8,5,3000900,2534.5439189189187
2023.0,2.0,2.0,1.2937092,103.8226002,807.0,3,2775.987237432,3,2,1,2,0,8,5,2356200,2919.702602230483
2014.0,5.0,4.0,1.32850995,103.7892708,3734.0,1,2806.6217464689284,4,2,0,0,0,7,4,4179000,1119.175147295126
2016.0,1.0,2.0,1.3157213,103.8416086,1119.0,3,2678.315035114304,3,1,2,1,1,9,5,2331000,2083.109919571046
2023.0,4.0,4.0,1.3164867,103.8574675,1399.0,3,1917.4476785184247,3,0,2,1,0,9,5,3272800,2339.385275196569
2025.0,3.0,2.0,1.28617715,103.83955,1076.0,1,2595.0263363825534,3,1,0,1,0,9,5,2554500,2374.0706319702604
2022.0,3.0,3.0,1.31466445,103.8310841,1249.0,3,3097.817490665313,3,1,1,2,0,9,5,4024600,3222.257806244996
2024.0,4.0,4.0,1.30364895,103.8256971,2905.0,3,4057.311645565856,3,2,0,0,1,9,5,14167600,4876.97074010327
2001.0,7.0,8.0,1.3376913,103.7860849,11563.0,2,2025.443375737397,8,3,0,0,0,7,4,15624000,1351.2064343163538
1983.0,2.0,1.0,1.27936165,103.8179342,710.0,1,583.808147706715,1,1,2,2,0,8,5,399000,561.9718309859155
